2025-06-27 20:52:57,585 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:03:43,231 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:03:53,241 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:03:58,578 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:04:10,207 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:04:15,004 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:04:19,385 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:04:23,116 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:04:41,747 | INFO | user123 | admin | predict_noshow | allowed
2025-06-27 21:17:32,163 | INFO | user123 | admin | predict_noshow | allowed
